Country,Year,Livability_Score,Lower_Bound,Upper_Bound,Latest_Score
Papua New Guinea,2023,0.5833097454577325,0.5795416479369724,0.5868636449076731,0.585774074793812
Papua New Guinea,2024,0.5847115081833673,0.5739978217207453,0.5949475462823781,0.585774074793812
Papua New Guinea,2025,0.5861171113548256,0.5655493017519474,0.6043559746727648,0.585774074793812
Papua New Guinea,2026,0.5875188740804603,0.5569951712567345,0.6147242841348348,0.585774074793812
Papua New Guinea,2027,0.588920636806095,0.547202098775293,0.6269412729925159,0.585774074793812
Poland,2023,0.66180038666115,0.6554832145435795,0.667719213607258,0.6578447873194723
Poland,2024,0.6650000568234484,0.647080606139835,0.681607416051809,0.6578447873194723
Poland,2025,0.6682084932053696,0.637914905141428,0.699150722858705,0.6578447873194723
Poland,2026,0.6714081633676678,0.6241762458976764,0.7201552243344408,0.6578447873194723
Poland,2027,0.6746078335299662,0.6098119506937676,0.7437260787529717,0.6578447873194723
North Korea,2023,0.6553563805650818,0.6472520873889974,0.6630369001690994,0.6127156709890036
North Korea,2024,0.6617993902147258,0.6372442673613918,0.6842694359315915,0.6127156709890036
North Korea,2025,0.6682600519456017,0.6209579011124149,0.7081733597390046,0.6127156709890036
North Korea,2026,0.6747030615952458,0.6004180848339922,0.7376677678935322,0.6127156709890036
North Korea,2027,0.6811460712448898,0.5795393339021526,0.7678883194677865,0.6127156709890036
Portugal,2023,0.6571099068012558,0.650323860445487,0.6642258582555712,0.6882681280788838
Portugal,2024,0.6578856829945257,0.64966418814855,0.6653067989769963,0.6882681280788838
Portugal,2025,0.6586635846020238,0.6487613704036981,0.6680066611228519,0.6882681280788838
Portugal,2026,0.6594393607952939,0.6448843174326069,0.6719249322315728,0.6882681280788838
Portugal,2027,0.6602151369885637,0.641523891494585,0.6772460946442811,0.6882681280788838
Paraguay,2023,0.7040439680324081,0.6967530785681396,0.7102025689294809,0.6777353598774225
Paraguay,2024,0.7040378710449879,0.6820309284497468,0.7229373894778415,0.6777353598774225
Paraguay,2025,0.7040317573534925,0.6659300516789434,0.7394687034538758,0.6777353598774225
Paraguay,2026,0.7040256603660724,0.6499073162800006,0.7611682066625759,0.6777353598774225
Paraguay,2027,0.7040195633786521,0.6291318936277337,0.7800562253437098,0.6777353598774225
